item_id,corpus,issue,status,pages,holding,source,next_action,id,year,source_url,verification_note,version
sru_bulletin_1978_55,Biulleten Sru,1978 no. 55,holdings_page_verified,44,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1978.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1978-no-55,"Pages=44; copy row confirms Baylor/Keston SU/Ini 11/10 Bulletin S 1978 3 of 3 no.55 as Western reproduction / photocopy of typescript, 44 pp.",v110
sru_bulletin_1978_56,Biulleten Sru,1978 no. 56,holdings_page_verified,38,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1978.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1978-no-56,"Pages=38; copy row confirms Baylor/Keston SU/Ini 11/10 Bulletin S 1978 3 of 3 no.56 as Western reproduction / photocopy of typescript, 38 pp.",v110
sru_bulletin_1978_58,Biulleten Sru,1978 no. 58,holdings_verified_no_page_count,,Bremen / Feliks Perchenok,Toronto Samizdat,Find scan or alternate holding with page count; no quote-card before page confirmation,,1978.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1978-no-58,"Item card has copy row at Research Centre for East European Studies, Bremen University, F.40 Feliks Perchenok (58), medium samizdat unknown; no Pages field visible.",v110
sru_bulletin_1978_59,Biulleten Sru,1978 no. 59,holdings_page_verified,22,Bremen / Feliks Perchenok,Toronto Samizdat,Acquire local scan/OCR/visual check,,1978.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1978-no-59,"Pages=22; copy row confirms Bremen F.40 Feliks Perchenok (59), samizdat unknown, 22 pp.",v110
sru_bulletin_1978_60,Biulleten Sru,1978 no. 60,holdings_page_verified_with_variant,28; Keston copy 66,Bremen + Baylor/Keston,Toronto Samizdat,Acquire both local scans if possible; compare 28 pp Bremen vs 66 pp Keston before OCR/quotes,,1978.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1978-no-60,"Item Pages=28; Bremen copy row 28 pp; Baylor/Keston copy row gives 66 pp, likely different copy/compilation; variant preserved.",v110
sru_bulletin_1978_year_bundle,Biulleten Sru,1978 year-level / unnumbered bundle,year_bundle_page_verified,16,Baylor/Keston,Toronto Samizdat,"Clarify whether year-level record is an unnumbered issue, wrapper, or fragment; do not merge with numbered issues",,1978.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1978,Toronto has a 1978 year-level item with Pages=16 and Baylor/Keston copy row; no issue number shown. Keep separate from numbered issues until scan/title page check.,v110
sru_bulletin_1975_19,Biulleten Sru,1975 no. 19,holdings_page_verified,42,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1975.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1975-no-19,"Pages=42; copy row confirms Baylor/Keston Folder SU/Ini 11/10 Bulletin S 1975 (19), Western reproduction / photocopy of hectograph manuscript, 42 pp.",v111
sru_bulletin_1975_20,Biulleten Sru,1975 no. 20,holdings_page_verified,42,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1975.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1975-no-20,"Pages=42; copy row confirms Baylor/Keston Folder SU/Ini 11/10 Bulletin S 1975 (20), Western reproduction / photocopy of hectograph manuscript, 42 pp.",v111
sru_bulletin_1975_21,Biulleten Sru,1975 no. 21,holdings_page_verified,52,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1975.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1975-no-21,"Pages=52; copy row confirms Baylor/Keston Folder SU/Ini 11/10 Bulletin S 1975 (21), Western reproduction / photocopy of hectograph manuscript, 52 pp.",v111
sru_bulletin_1975_22,Biulleten Sru,1975 no. 22,holdings_page_verified,20,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1975.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1975-no-22,"Pages=20; copy row confirms Baylor/Keston Folder SU/Ini 11/10 Bulletin S 1975 (22), Western reproduction / photocopy of hectograph manuscript, 20 pp.",v111
sru_bulletin_1975_23,Biulleten Sru,1975 no. 23,holdings_page_verified_with_duplicate_copy,23; duplicate copy 23,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1975.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1975-no-23,Pages=23; two Baylor/Keston copy rows: (23) Western reproduction photocopy of hectograph manuscript 23 pp.; (23a) samizdat unknown photocopy of hectograph manuscript 23 pp.,v111
sru_bulletin_1975_25,Biulleten Sru,1975 no. 25,holdings_page_verified,44,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1975.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1975-no-25,"Pages=44; copy row confirms Baylor/Keston Folder SU/Ini 11/10 Bulletin S 1975 (25), samizdat unknown hectograph of manuscript, 44 pp.",v111
sru_bulletin_1975_26,Biulleten Sru,1975 no. 26,holdings_page_verified,29,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1975.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1975-no-26,"Pages=29; copy row confirms Baylor/Keston Folder SU/Ini 11/10 Bulletin S 1975 (26), Western reproduction / photocopy of hectograph manuscript, 29 pp.",v111
sru_bulletin_1975_28,Biulleten Sru,1975 no. 28,holdings_page_verified_with_duplicate_copy,48; three copy rows all 48,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1975.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1975-no-28,"Pages=48; three Baylor/Keston copy rows (28, 28a, 28b), all 48 pp.; generation/medium variants preserved.",v111
sru_bulletin_1976_29,Biulleten Sru,1976 no. 29,holdings_page_verified,40,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; no quote-card before copy/title-page check,,1976.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1976-no-29,"Pages=40; copy row confirms Baylor/Keston Folder SU/Ini 11/10 Bulletin S 1976 unprocessed (29), Western reproduction / photocopy of hectograph manuscript, 40 pp.",v111
sru_bulletin_1972_09,Biulleten Sru,1972 no. 9,holdings_page_verified_with_zero_page_copy,26; AS copy row 0,Baylor/Keston,Toronto Samizdat,Acquire local scan; compare normal 26 pp copy against AS row marked 0 before OCR/quote-card,,1972.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1972-no-9,Item Pages=26; Baylor/Keston copy row gives 26 pp; AS 1205 reproduction row is listed with 0 pages. Treat the zero-page row as a catalog anomaly until file check.,v112
sru_bulletin_1972_10,Biulleten Sru,1972 no. 10,holdings_page_verified,68,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1972.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1972-no-10,Item Pages=68; two Baylor/Keston rows both give 68 pp: hectograph manuscript and western reproduction/photocopy of typescript.,v112
sru_bulletin_1973_11,Biulleten Sru,1973 no. 11,holdings_page_verified_with_variant,59; OSA copy 60,OSA + Baylor/Keston,Toronto Samizdat,Acquire local scans; compare OSA 60 pp against Keston 59 pp before OCR/quote-card,,1973.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1973-no-11,Item Pages=59; OSA AS 1337 copy row gives 60 pp; Baylor/Keston copy row gives 59 pp; another Baylor/Keston AS row has no visible page count.,v112
sru_bulletin_1973_12,Biulleten Sru,1973 no. 12,holdings_page_verified_with_AS_no_page_copy,28,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; note AS copy row without page-count,,1973.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1973-no-12,Item Pages=28; two Baylor/Keston rows show 28 pp; AS 1370 row has no visible page count.,v112
sru_bulletin_1974_14,Biulleten Sru,1974 no. 14,holdings_page_verified,74,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1974.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1974-no-14,"Item Pages=74; Baylor/Keston copy row gives 74 pp, hectograph of manuscript.",v112
sru_bulletin_1974_15,Biulleten Sru,1974 no. 15,holdings_page_verified_with_duplicate_copy,20,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1974.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1974-no-15,Item Pages=20; two Baylor/Keston rows give 20 pp each: samizdat unknown hectograph manuscript and western reproduction photocopy.,v112
sru_bulletin_1974_16,Biulleten Sru,1974 no. 16,holdings_page_verified_with_variant,38; copy row 37,Baylor/Keston,Toronto Samizdat,Acquire both copies if possible; compare 38 pp vs 37 pp before OCR/quote-card,,1974.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1974-no-16,Item Pages=38; copy row 1 of 2 gives 38 pp; copy row 2 of 2 gives 37 pp. Variant preserved.,v112
sru_bulletin_1974_17,Biulleten Sru,1974 no. 17,holdings_page_verified_with_AS_no_page_copy,33,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check; note AS copy row without page count,,1974.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1974-no-17,Item Pages=33; one Baylor/Keston row gives 33 pp; AS 2037 row has no visible page count.,v112
sru_bulletin_1974_18,Biulleten Sru,1974 no. 18,holdings_page_verified,33,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1974.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1974-no-18,"Item Pages=33; Baylor/Keston copy row confirms samizdat unknown photocopy of manuscript, 33 pp.",v112
sru_bulletin_1971_03,Biulleten SRY ECB,1971 no. 3,holdings_page_verified,12,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1971.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1971-no-3,"Item card confirms no.3, 12 pages; copy row Baylor/Keston SU/Ini 11/10 Bulletin S 1971 (3), Western reproduction, photocopy of typescript, 12 pp.",v113
sru_bulletin_1971_04,Biulleten SRY ECB,1971 no. 4,holdings_page_verified,6,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1971.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1971-no-4,"Item card confirms no.4, 6 pages; copy row photograph of typescript, 6 pp.",v113
sru_bulletin_1971_05,Biulleten SRY ECB,1971 no. 5,holdings_page_verified,3,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1971.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1971-no-5,"Item card confirms no.5, 3 pages; copy row photograph of typescript, 3 pp.",v113
sru_bulletin_1972_07,Biulleten SRY ECB,1972 no. 7,holdings_page_verified_with_variant_and_archive_notes,11 item; copy rows 10 / 11 / no-page AS1153,Baylor/Keston + AS/SDSA/MASA notes,Toronto Samizdat,Acquire and compare local copies before OCR,,1972.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1972-no-7,"Item field 11 pages; copy rows show 10 pp photocopy of hectograph manuscript, 11 pp photocopy of typescript, and AS1153 no-page row; master page notes SDSA/MASA and VOLN references.",v113
sru_bulletin_1972_08,Biulleten SRY ECB,1972 no. 8,holdings_page_verified_with_AS_no_page_copy,14,Baylor/Keston + AS1154 note,Toronto Samizdat,Acquire local scan/OCR/visual check; preserve AS no-page row,,1972.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1972-no-8,Item card gives 14 pages and Baylor/Keston copy row 14 pp; AS1154 row has no page-count; master page notes SDSA/MASA references.,v113
sru_bulletin_1974_13,Biulleten SRY ECB,1974 no. 13,holdings_page_verified,32,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1974.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1974-no-13,"Item card confirms no.13, 32 pages; copy row Folder SU/Ini 11/10 Bulletin S 1974 1 of 2 (13), hectograph manuscript, 32 pp.",v113
sru_bulletin_1984_119,Biulleten SRY ECB,1984 no. 119 Jan-Feb,holdings_page_verified,59,University of Toronto Thomas Fisher / Belousovitch,Toronto Samizdat,Acquire local scan/OCR/visual check,,1984.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1984-no-119,"Item card gives designation №119 январь-февраль 1984, 59 pages; Belousovitch printed copy 59 pp.",v113
sru_bulletin_1971_02,Biulleten SRY ECB,1971 no. 2,holdings_page_verified,39,Baylor/Keston,Toronto Samizdat,Acquire local scan/OCR/visual check,,1971.0,https://samizdat.library.utoronto.ca/content/biulleten-soveta-rodstvennikov-uznikov-evangelskikh-khristian-baptistov-sssr-1971-no-2,"Item card confirms designation II, no.2, 39 pages; copy row original samizdat typescript, 39 pp.",v113
bratskii_listok_1971_07_08,BRATSKII LISTOK,1971 no. 7-8,holdings_verified_no_page_count,,Baylor/Keston + OSA AS880,Toronto Samizdat,Acquire local copies; determine page-count; OCR/visual check,,1971.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1971-no-7-8,"Toronto item card lists Baylor/Keston photocopy of print, Baylor/Keston English typescript, and OSA AS880; no visible page-count in retrieved card.",v115
bratskii_listok_1971_09_10,BRATSKII LISTOK,1971 no. 9-10,holdings_verified_with_zero_page_anomaly,0 in one copy row; other rows no visible page-count,Baylor/Keston + OSA AS1098,Toronto Samizdat,Acquire/compare copies; treat zero-page row as catalog anomaly until checked,,1971.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1971-no-9-10,"Toronto item card lists Baylor/Keston print photocopy, OSA AS1098 photograph of print, and Baylor/Keston 9-10a photocopy of typescript with Pages=0.",v115
bratskii_listok_1972_01,BRATSKII LISTOK,1972 no. 1,holdings_verified_no_page_count,,Baylor/Keston + OSA AS1301,Toronto Samizdat,Acquire local scan; determine page-count; OCR/visual check,,1972.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1972-no-1,Toronto item card lists Baylor/Keston and OSA AS1301 copies; no visible page-count.,v115
bratskii_listok_1972_04,BRATSKII LISTOK,1972 no. 4,holdings_verified_no_page_count,,Baylor/Keston + OSA AS1306,Toronto Samizdat,Acquire local scan; determine page-count; OCR/visual check,,1972.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1972-no-4,Toronto item card lists Baylor/Keston and OSA AS1306 copies; no visible page-count.,v115
bratskii_listok_1972_06,BRATSKII LISTOK,1972 no. 6,holdings_verified_no_page_count,,Baylor/Keston + OSA AS1325,Toronto Samizdat,Acquire local scan; determine page-count; OCR/visual check,,1972.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1972-no-6,Toronto item card lists Baylor/Keston and OSA AS1325 copies; no visible page-count.,v115
bratskii_listok_1973_04,BRATSKII LISTOK,1973 no. 4,holdings_verified_no_page_count,,Baylor/Keston + OSA AS1563,Toronto Samizdat,Acquire local scan; determine page-count; OCR/visual check,,1973.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1973-no-4,"Toronto item card lists Baylor/Keston printed copy, Baylor/Keston photocopy, and OSA AS1563; no visible page-count.",v115
bratskii_listok_1974_01,BRATSKII LISTOK,1974 no. 1,holdings_verified_no_page_count,,Baylor/Keston + OSA AS1687/AS1687(a),Toronto Samizdat,Acquire local copies; determine page-count; compare Russian/English rows before OCR,,1974.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1974-no-1,Toronto item card lists multiple Baylor/Keston rows including English typescript and OSA AS1687/AS1687(a); no visible page-count.,v115
bratskii_listok_1975_02,BRATSKII LISTOK,1975 no. 2,holdings_verified_no_page_count,,Baylor/Keston + OSA AS2158,Toronto Samizdat,Acquire local copies; determine page-count; OCR/visual check,,1975.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1975-no-2,"Toronto item card lists Baylor/Keston printed copy, photocopy, English manuscript, and OSA AS2158; no visible page-count.",v115
bratskii_listok_1975_04,BRATSKII LISTOK,1975 no. 4,holdings_verified_no_page_count,,Baylor/Keston + OSA AS2330,Toronto Samizdat,Acquire local copies; determine page-count; OCR/visual check,,1975.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1975-no-4,"Toronto item card lists Baylor/Keston printed copy, Baylor/Keston photocopy, and OSA AS2330; no visible page-count.",v115
bratskii_listok_1975_05,BRATSKII LISTOK,1975 no. 5,item_designation_verified,,,Toronto Samizdat,Find holding row/page-count or alternative archive record,,1975.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1975-no-5,"Toronto item card confirms year/number and note Published in BRAT, but retrieved card shows no holding/page rows.",v115
bratskii_listok_1975_06,BRATSKII LISTOK,1975 no. 6,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local scan; determine page-count; OCR/visual check,,1975.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1975-no-6,Toronto item card confirms no.6 and Baylor/Keston Western reproduction / photocopy of print row; no visible page-count.,v115
bratskii_listok_1976_01,BRATSKII LISTOK,1976 no. 1,item_designation_verified,,,Toronto Samizdat,Find holding/page rows or alternate archive; then acquire local scan,,1976.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1976-no-1,Toronto item card confirms no.1 and note Published in BRAT; retrieved card shows no holding/page rows.,v115
bratskii_listok_1976_06,BRATSKII LISTOK,1976 no. 6,item_designation_verified,,,Toronto Samizdat,Find holding/page rows or alternate archive; then acquire local scan,,1976.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1976-no-6,Toronto item card confirms no.6 and note Published in BRAT; retrieved card shows no holding/page rows.,v115
bratskii_listok_1977_01,BRATSKII LISTOK,1977 no. 1,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copies; determine page-count; OCR/visual check,,1977.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1977-no-1,Toronto item card lists Baylor/Keston printed copy and Western reproduction / photocopy rows; no visible page-count.,v115
bratskii_listok_1977_02,BRATSKII LISTOK,1977 no. 2,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copy; determine page-count; OCR/visual check,,1977.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1977-no-2,Toronto item card lists Baylor/Keston printed copy row; no visible page-count.,v115
bratskii_listok_1977_03,BRATSKII LISTOK,1977 no. 3,item_designation_verified,,,Toronto Samizdat,Find holding/page rows or alternate archive; then acquire local scan,,1977.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1977-no-3,Toronto item card confirms no.3 and note Published in BRAT; retrieved card shows no holding/page rows.,v115
bratskii_listok_1977_04,BRATSKII LISTOK,1977 no. 4,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copies; determine page-count; OCR/visual check,,1977.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1977-no-4,Toronto item card gives designation № 4 1977 and two Baylor/Keston rows (printed + photocopy); no visible page-count.,v115
bratskii_listok_1977_05,BRATSKII LISTOK,1977 no. 5,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copy; determine page-count; OCR/visual check,,1977.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1977-no-5,Toronto item card lists Baylor/Keston Western reproduction / photocopy row; no visible page-count.,v115
bratskii_listok_1977_06,BRATSKII LISTOK,1977 no. 6,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copies; determine page-count; OCR/visual check,,1977.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1977-no-6,Toronto item card lists Baylor/Keston printed copy and Western reproduction / photocopy rows; no visible page-count.,v115
bratskii_listok_1978_01,BRATSKII LISTOK,1978 no. 1,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1978.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1978-no-1,Toronto item card confirms BRATSKII LISTOK 1978 no.1 with note Published in BRAT; no visible holding/page rows.,v116
bratskii_listok_1978_02,BRATSKII LISTOK,1978 no. 2,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copy; determine page-count; OCR/visual check,,1978.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1978-no-2,Designation №2 1978; Baylor/Keston Folder SU/Ini11/10 row; no visible page-count.,v116
bratskii_listok_1978_03,BRATSKII LISTOK,1978 no. 3,holdings_verified_with_zero_page_anomaly,0 anomaly in one row,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine real page-count; OCR/visual check,,1978.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1978-no-3,Designation №3 1978; Baylor/Keston printed row plus Western reproduction copy with Pages=0; keep anomaly.,v116
bratskii_listok_1978_04,BRATSKII LISTOK,1978 no. 4,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1978.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1978-no-4,Toronto item card confirms issue and note Published in BRAT; no visible holdings/pages.,v116
bratskii_listok_1978_05,BRATSKII LISTOK,1978 no. 5,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1978.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1978-no-5,Toronto item card confirms issue and note Published in BRAT; no visible holdings/pages.,v116
bratskii_listok_1978_06,BRATSKII LISTOK,1978 no. 6,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copy; determine page-count; OCR/visual check,,1978.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1978-no-6,"Toronto item card lists Baylor/Keston Folder SU/Ini11/10 Bratskii Listok (6/1978), printed copy; no visible page-count.",v116
bratskii_listok_1979_01,BRATSKII LISTOK,1979 no. 1,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copy; determine page-count; OCR/visual check,,1979.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1979-no-1,"Toronto item card lists Baylor/Keston Folder SU/Ini11/10 Bratskii Listok (1/1979), Western reproduction photocopy of print; no visible page-count.",v116
bratskii_listok_1979_02,BRATSKII LISTOK,1979 no. 2,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copy; determine page-count; OCR/visual check,,1979.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1979-no-2,"Toronto item card lists Baylor/Keston Folder SU/Ini11/10 Bratskii Listok (2/1979), Western reproduction photocopy of print; no visible page-count.",v116
bratskii_listok_1979_03,BRATSKII LISTOK,1979 no. 3,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copy; determine page-count; OCR/visual check,,1979.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1979-no-3,"Toronto item card lists Baylor/Keston Folder SU/Ini11/10 Bratskii Listok (3/1979), Western reproduction photocopy of print; no visible page-count.",v116
bratskii_listok_1979_04_05,BRATSKII LISTOK,1979 no. 4-5,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1979.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1979-no-4-5,Designation №4-5 1979; two Baylor/Keston rows: printed copy and Western reproduction photocopy; no visible page-count.,v116
bratskii_listok_1979_06,BRATSKII LISTOK,1979 no. 6,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire local copy; determine page-count; OCR/visual check,,1979.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1979-no-6,"Toronto item card lists Baylor/Keston Folder SU/Ini11/10 Bratskii Listok (6/1979), Western reproduction photocopy of print; no visible page-count.",v116
bratskii_listok_1980_01,BRATSKII LISTOK,1980 no. 1,holdings_verified_no_page_count_multiple_copies,,Baylor/Keston,Toronto Samizdat,Acquire all copies; determine page-count; OCR/visual check,,1980.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1980-no-1,Designation №1 1980; four Baylor/Keston rows: printed/photocopy/photograph variants; no visible page-count.,v116
bratskii_listok_1980_02,BRATSKII LISTOK,1980 no. 2,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1980.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1980-no-2,Toronto item card lists Baylor/Keston 2/1980 and 2a/1980 rows; no visible page-count.,v116
bratskii_listok_1980_03,BRATSKII LISTOK,1980 no. 3,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1980.0,https://samizdat.library.utoronto.ca/content/bratskii-listok-1980-no-3,Toronto item card lists Baylor/Keston 3/1980 and 3a/1980 rows; no visible page-count.,v116
bratskii_listok_1980_05,BRATSKII LISTOK,1980 no. 5,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1980,https://samizdat.library.utoronto.ca/content/bratskii-listok-1980-no-5,Toronto item card lists Baylor/Keston rows (5/1980 printed copy and 5a/1980 Western reproduction / photocopy of print); no visible page-count.,v117
bratskii_listok_1980_06,BRATSKII LISTOK,1980 no. 6,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1980,https://samizdat.library.utoronto.ca/content/bratskii-listok-1980-no-6,Toronto item card confirms year/number and note Published in BRAT; retrieved card shows no visible holding/page rows.,v117
bratskii_listok_1981_01,BRATSKII LISTOK,1981 no. 1,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1981,https://samizdat.library.utoronto.ca/content/bratskii-listok-1981-no-1,Toronto item card lists Baylor/Keston rows (1/1981 printed copy and 1a/1981 Western reproduction / photocopy of print); no visible page-count.,v117
